L,X,mode,simulations,len_data
hs,0.05,bal,0.8669055691074404,6000
hs,0.05,unbal1,0.8410483908101338,6000
hs,0.05,unbal2,0.8485094647785473,6000
hs,0.05,adj,0.8768909599756121,6000
hs,0.1,bal,0.8360654879557411,6000
hs,0.1,unbal1,0.8531864137709899,6000
hs,0.1,unbal2,0.86041517278459,6000
hs,0.1,adj,0.8559499309022035,6000
hs,0.15,bal,0.8630634419531129,6000
hs,0.15,unbal1,0.8645485407980941,6000
hs,0.15,unbal2,0.858997428825456,6000
hs,0.15,adj,0.8583163867646588,6000
hs,0.2,bal,0.8212006926675455,6000
hs,0.2,unbal1,0.8399044392520377,6000
hs,0.2,unbal2,0.8274357734468862,6000
hs,0.2,adj,0.802855091438721,6000
hs,0.25,bal,0.8066060868029515,6000
hs,0.25,unbal1,0.8218981146607401,6000
hs,0.25,unbal2,0.825255089420729,6000
hs,0.25,adj,0.81892753243629,6000
hs,0.3,bal,0.795493605368601,6000
hs,0.3,unbal1,0.7842746445748902,6000
hs,0.3,unbal2,0.7620738532709804,6000
hs,0.3,adj,0.7884757004194332,6000
ol,0.05,bal,0.8767463755975318,6000
ol,0.05,unbal1,0.864443087585415,6000
ol,0.05,unbal2,0.8793039614408203,6000
ol,0.05,adj,0.8668478823057004,6000
ol,0.1,bal,0.874139382573438,6000
ol,0.1,unbal1,0.8734104148653569,6000
ol,0.1,unbal2,0.8784681268556527,6000
ol,0.1,adj,0.8788642541739923,6000
ol,0.15,bal,0.8617177404486286,6000
ol,0.15,unbal1,0.8476772291066181,6000
ol,0.15,unbal2,0.881921855017811,6000
ol,0.15,adj,0.878331591693441,6000
ol,0.2,bal,0.8542832587093588,6000
ol,0.2,unbal1,0.8296918576511159,6000
ol,0.2,unbal2,0.8378199979924712,6000
ol,0.2,adj,0.8328839984420616,6000
ol,0.25,bal,0.8291529104044537,6000
ol,0.25,unbal1,0.8109886855639971,6000
ol,0.25,unbal2,0.824845841812287,6000
ol,0.25,adj,0.8191890296731872,6000
ol,0.3,bal,0.8087167161657198,6000
ol,0.3,unbal1,0.8040383619949885,6000
ol,0.3,unbal2,0.8140617475060199,6000
ol,0.3,adj,0.7882457398751604,6000
