L,X,mode,simulations,len_data
hs,0.05,bal,0.006293475756670053,6000
hs,0.05,unbal1,0.04896787059331936,6000
hs,0.05,unbal2,0.038894085351626084,6000
hs,0.05,adj,0.04083100621427099,6000
hs,0.1,bal,0.09363400414784756,6000
hs,0.1,unbal1,0.04042543647636976,6000
hs,0.1,unbal2,0.025454463498542634,6000
hs,0.1,adj,0.017456489974508604,6000
hs,0.15,bal,0.051887453146775564,6000
hs,0.15,unbal1,0.02847706317851939,6000
hs,0.15,unbal2,0.05382049602965511,6000
hs,0.15,adj,0.00565695803562799,6000
hs,0.2,bal,0.0015625126300586878,6000
hs,0.2,unbal1,0.031545270034505246,6000
hs,0.2,unbal2,0.0691251923157109,6000
hs,0.2,adj,0.030812233267890066,6000
hs,0.25,bal,0.03883308833506366,6000
hs,0.25,unbal1,0.004251038436260457,6000
hs,0.25,unbal2,0.08554754772368409,6000
hs,0.25,adj,0.10609209543135428,6000
hs,0.3,bal,0.05097038015988131,6000
hs,0.3,unbal1,0.06271740990612246,6000
hs,0.3,unbal2,0.12267104784879423,6000
hs,0.3,adj,0.08428683671620152,6000
ol,0.05,bal,0.021781699392820375,6000
ol,0.05,unbal1,0.00025527804891267714,6000
ol,0.05,unbal2,0.0035783821774025837,6000
ol,0.05,adj,0.013185605196158079,6000
ol,0.1,bal,0.01465723843649036,6000
ol,0.1,unbal1,0.036174183410033534,6000
ol,0.1,unbal2,0.07287524414472274,6000
ol,0.1,adj,0.013169514572620278,6000
ol,0.15,bal,0.008140096491575322,6000
ol,0.15,unbal1,0.00034285437837244803,6000
ol,0.15,unbal2,0.06264666739441449,6000
ol,0.15,adj,0.00021483664065602426,6000
ol,0.2,bal,0.011428180297712531,6000
ol,0.2,unbal1,0.04705985699792703,6000
ol,0.2,unbal2,0.07544786868443093,6000
ol,0.2,adj,0.012285493360956523,6000
ol,0.25,bal,0.007132469375928263,6000
ol,0.25,unbal1,0.07236762826641402,6000
ol,0.25,unbal2,0.08183700689425072,6000
ol,0.25,adj,0.016925822446743677,6000
ol,0.3,bal,0.0075850038399298825,6000
ol,0.3,unbal1,0.09476715415517495,6000
ol,0.3,unbal2,0.1223277440274756,6000
ol,0.3,adj,0.008363271387418103,6000
