L,X,mode,simulations,len_data
hs,0.05,bal,0.49844363575048073,732
hs,0.05,unbal1,0.3437984789631081,732
hs,0.05,unbal2,0.3167714821461787,732
hs,0.05,adj,0.3167714821461787,732
hs,0.1,bal,0.33485234962733135,732
hs,0.1,unbal1,0.33485234962733135,732
hs,0.1,unbal2,0.33485234962733135,732
hs,0.1,adj,0.33485234962733135,732
hs,0.15,bal,0.33485234962733135,732
hs,0.15,unbal1,0.3318165289338534,732
hs,0.15,unbal2,0.33485234962733135,732
hs,0.15,adj,0.33485234962733135,732
hs,0.2,bal,0.33485234962733135,732
hs,0.2,unbal1,0.33485234962733135,732
hs,0.2,unbal2,0.33485234962733135,732
hs,0.2,adj,0.33485234962733135,732
hs,0.25,bal,0.33485234962733135,732
hs,0.25,unbal1,0.33485234962733135,732
hs,0.25,unbal2,0.33485234962733135,732
hs,0.25,adj,0.33485234962733135,732
hs,0.3,bal,0.33485234962733135,732
hs,0.3,unbal1,0.33485234962733135,732
hs,0.3,unbal2,0.33485234962733135,732
hs,0.3,adj,0.33485234962733135,732
ol,0.05,bal,0.3667653125280244,540
ol,0.05,unbal1,0.3667653125280244,540
ol,0.05,unbal2,0.3667653125280244,540
ol,0.05,adj,0.3667653125280244,540
ol,0.1,bal,0.33539297620678626,540
ol,0.1,unbal1,0.33539297620678626,540
ol,0.1,unbal2,0.33539297620678626,540
ol,0.1,adj,0.33539297620678626,540
ol,0.15,bal,0.4980556494023411,540
ol,0.15,unbal1,0.33539297620678626,540
ol,0.15,unbal2,0.33539297620678626,540
ol,0.15,adj,0.33539297620678626,540
ol,0.2,bal,0.33539297620678626,540
ol,0.2,unbal1,0.33539297620678626,540
ol,0.2,unbal2,0.33539297620678626,540
ol,0.2,adj,0.33539297620678626,540
ol,0.25,bal,0.33539297620678626,540
ol,0.25,unbal1,0.35416619858782883,540
ol,0.25,unbal2,0.33539297620678626,540
ol,0.25,adj,0.33539297620678626,540
ol,0.3,bal,0.33539297620678626,540
ol,0.3,unbal1,0.33539297620678626,540
ol,0.3,unbal2,0.33539297620678626,540
ol,0.3,adj,0.33539297620678626,540
