L,X,mode,simulations,len_data
hs,0.05,bal,0.004129330675458676,732
hs,0.05,unbal1,0.03226341279478023,732
hs,0.05,unbal2,0.030660684447470943,732
hs,0.05,adj,0.0024672707247603842,732
hs,0.1,bal,0.002624425340871428,732
hs,0.1,unbal1,0.03310754660700199,732
hs,0.1,unbal2,0.03582002403306189,732
hs,0.1,adj,0.0024748257926252015,732
hs,0.15,bal,0.030757482162590166,732
hs,0.15,unbal1,0.03471882444261848,732
hs,0.15,unbal2,0.03822265172916678,732
hs,0.15,adj,0.0016502691748364606,732
hs,0.2,bal,0.00270549648446472,732
hs,0.2,unbal1,0.03492291625080207,732
hs,0.2,unbal2,0.039117171497292824,732
hs,0.2,adj,0.029419301344397242,732
hs,0.25,bal,0.031022199353233748,732
hs,0.25,unbal1,0.03604082005922915,732
hs,0.25,unbal2,0.04021934261087512,732
hs,0.25,adj,0.030289872747952862,732
hs,0.3,bal,0.02970977995565033,732
hs,0.3,unbal1,0.03688160379727684,732
hs,0.3,unbal2,0.04069814831832724,732
hs,0.3,adj,0.00661043541027545,732
ol,0.05,bal,0.038703755052001465,540
ol,0.05,unbal1,0.040479698622668314,540
ol,0.05,unbal2,0.04055671908237324,540
ol,0.05,adj,0.00914967276431905,540
ol,0.1,bal,0.03941773343969279,540
ol,0.1,unbal1,0.04113812415688134,540
ol,0.1,unbal2,0.04179446533874237,540
ol,0.1,adj,0.04024855860957399,540
ol,0.15,bal,0.004444089730580636,540
ol,0.15,unbal1,0.04157797482278608,540
ol,0.15,unbal2,0.04443791561656524,540
ol,0.15,adj,0.0009382077058156524,540
ol,0.2,bal,0.0013996859833045328,540
ol,0.2,unbal1,0.04202912719161417,540
ol,0.2,unbal2,0.04452105235170428,540
ol,0.2,adj,0.00474338867046209,540
ol,0.25,bal,0.0043467398043032235,540
ol,0.25,unbal1,0.04302412823394497,540
ol,0.25,unbal2,0.045319667348155346,540
ol,0.25,adj,0.004291194456594871,540
ol,0.3,bal,0.03997852245966599,540
ol,0.3,unbal1,0.043435625632604,540
ol,0.3,unbal2,0.045761510133743355,540
ol,0.3,adj,0.012554703553517677,540
